mile,bank,name,section,features
194.5,LBD,"Bayou Goula Island Mile-Long Bayou Goula Island is the biggest of the last three islands on the Lower Mississippi River...",baton-rouge-to-venice,camping|island|confluence
194.0,LBD,"Point Clair Sandbars wrap completely around Point Clair, another 180 degree bend of the river",baton-rouge-to-venice,camping|confluence
193.5,RBD,"White Castle There is no public access at White Castle, and no easy place to make landing (except at flood stage)",baton-rouge-to-venice,access_point|dike|supply
193.5,,"RBD White Castle There is no public access at White Castle, and no easy place to",baton-rouge-to-venice,access_point|dike
192.7,RBD,"Cane Sugar Refinery (Cora Texas Manufacturing Co) In low water you will pass a whitewater explosion West Bank near 192",baton-rouge-to-venice,access_point|supply
191.5,RBD,"- 191 LBD White Castle-Carville Ferry Not in operation Fall 2015 Carville Carville is the location of the National...",baton-rouge-to-venice,
191.0,LBD,"Carville Landing You could access the East Bank here at the old Ferry Landing, near Carville, or at a primitive Boat...",baton-rouge-to-venice,access_point|town
190.8,LBD,"Carville Boat Ramp 127",baton-rouge-to-venice,access_point|confluence
190.8,LBD,"Carville Boat Ramp Primitive Boat Ramp with one small slab of concrete",baton-rouge-to-venice,access_point|town
190.0,LBD,"White Castle Anchorage Frequently used anchorage to the right bank descending of the main channel about three miles...",baton-rouge-to-venice,access_point|town
187.9,LBD,"- Total Petrochemicals and Refining and Caravelle Energy Center Total Petrochemicals operates a polystyrene production...",baton-rouge-to-venice,
187.9,LBD,"ATOFINA Cos-Mar Plant Wharf Nurdles: What Are Nurdles",baton-rouge-to-venice,harbor
187.9,LBD,"Total Petrochemicals and Refining and Caravelle Energy Center Total Petrochemicals operates a polystyrene production...",baton-rouge-to-venice,
187.9,,"LBD ATOFINA Cos-Mar Plant Wharf Nurdles",baton-rouge-to-venice,harbor
187.0,LBD,"General Electric Co",baton-rouge-to-venice,harbor
186.8,LBD,"- Industrial Complex including PCS Nitrogen, Honeywell, and Williams Olefins This chemical complex here is dominated by...",baton-rouge-to-venice,
186.8,LBD,"Industrial Complex including PCS Nitrogen, Honeywell, and Williams Olefins What is that long white mesa you see over...",baton-rouge-to-venice,harbor
186.0,LBD,"El Paso Field Services, Riverside Plant Wharf 185",baton-rouge-to-venice,harbor
185.3,LBD,"- Methanex One of Louisiana’s newest chemical plants",baton-rouge-to-venice,
185.0,LBD,"- Industrial Complex including Borden Chemicals, Westlake Chemicals, and Momentive Specialty Chemicals Borden Chemicals...",baton-rouge-to-venice,
185.0,LBD,"- Geismar Once surrounded by agriculture fields, the predominantly African-American community of Geismar in Ascension...",baton-rouge-to-venice,town
185.0,LBD,"Industrial Complex including Borden Chemicals, Westlake Chemicals, and Momentive Specialty Chemicals Borden Chemicals...",baton-rouge-to-venice,
185.0,LBD,"Geismar Once surrounded by agriculture fields, the predominantly African-American community of Geismar in Ascension...",baton-rouge-to-venice,town
185.0,,"LBD Industrial Complex including Borden Chemicals, Westlake Chemicals, and Moment",baton-rouge-to-venice,
184.7,LBD,"OSCA Calcium Chloride Plant Wharf 184",baton-rouge-to-venice,harbor
184.6,LBD,"- Rubicon and Lion Copolymer The Rubicon plant in Geismar produces Methylene Diphenyl Isocyanate (MDI), Maleic...",baton-rouge-to-venice,
183.9,LBD,"IMTT Geismar Wharf 183",baton-rouge-to-venice,harbor
183.2,LBD,"- Shell Chemical and OxyChem Shell Chemical produces industrial chemicals such as alpha olefins, detergent alcohols,...",baton-rouge-to-venice,
183.2,LBD,"Shell Chemical, L",baton-rouge-to-venice,harbor
183.2,LBD,"Shell Chemical and OxyChem Shell Chemical produces industrial chemicals such as alpha olefins, detergent alcohols,...",baton-rouge-to-venice,
183.2,LBD,"Sandbar below Shell Geismar There is a small shelf of sand located here that makes for good picnicking in low water...",baton-rouge-to-venice,island
183.2,,"LBD Shell Chemical and OxyChem Shell Chemical produces industrial chemicals such",baton-rouge-to-venice,
183.1,RBD,"T",baton-rouge-to-venice,
182.0,LBD,"- Old Inger Oil Refinery Superfund Site The Old Inger site was a former oil refinery and waste oil reclamation facility...",baton-rouge-to-venice,
182.0,LBD,"Carline's Geismar Fleeting Paddlers beware: Geismar Fleeting area",baton-rouge-to-venice,
182.0,LBD,"Old Inger Oil Refinery Superfund Site The Old Inger site was a former oil refinery and waste oil reclamation facility...",baton-rouge-to-venice,
181.4,LBD,"Koch Gathering Systems, Darrow Oil Field Wharf Philadelphia Point/ Eighty-One Mile Point Greenspace The Philadelphia...",baton-rouge-to-venice,island|harbor
181.0,RBD,"(dry up to 15BR)",baton-rouge-to-venice,camping|dike
179.0,RBD,"Philadelphia Point Possible camping or picnicking up to 25BR, but noisy place",baton-rouge-to-venice,camping
179.0,RBD,"with no rip-rap, but are only dry in low water, up to 12 BR",baton-rouge-to-venice,camping|dike
178.8,LBD,"L & L Dry Bulk Transfer & Mooring Specializing in grains and scrap metals, L&L cranes snort black diesel smoke high...",baton-rouge-to-venice,dike|harbor
178.0,LBD,"Eighty-One Mile Point Highest point in area, good up to flood stage BR 35, but small dune",baton-rouge-to-venice,island|confluence
177.9,RBD,"RBD Smoke Bend Sand Dune A medium-sized dune is found here along Smoke Bend (opposite Eighty-One Mile Point) that would...",baton-rouge-to-venice,camping|bridge
177.0,RBD,"- 174 LBD Smoke Bend Crossing As you come around Eighty-One Mile Point stay wide for the safest route of travel away...",baton-rouge-to-venice,camping|bridge
175.4,RBD,"Bayou Lafourche Water Intake Possible alternate route for paddlers to the Gulf of Mexico (110 miles) Every thousand...",baton-rouge-to-venice,confluence
175.4,RBD,"If you hit it right (in low/med water levels) you will find a sliver of a sandbar",baton-rouge-to-venice,access_point|camping|island|confluence|dike|supply
175.4,,"RBD Bayou Lafourche Water Intake Possible alternate route for paddlers to the Gul",baton-rouge-to-venice,confluence
175.2,LBD,"L & L Fleeting and Mooring Paddlers be careful maneuvering around Eighty-One Mile Point",baton-rouge-to-venice,harbor
175.0,RBD,"Donaldsonville Good resupply place but rough access in low/med water levels",baton-rouge-to-venice,access_point|camping|town|confluence|dike|supply
174.0,RBD,"177",baton-rouge-to-venice,camping|bridge
174.0,RBD,"Donaldsonville Fleeting 175",baton-rouge-to-venice,access_point|confluence|lock_dam
173.7,RBD,"CF Industries Urea Barge Dock 173",baton-rouge-to-venice,harbor
173.5,RBD,"- CF Industries CF Industries sprawling 1,400 acre Nitrogen Complex is touted as the largest nitrogen operation in...",baton-rouge-to-venice,
173.4,RBD,"Triad Nitrogen Wharf 173",baton-rouge-to-venice,access_point|dike|harbor
173.0,LBD,"Bringier Point Possible all-weather, all-water camping at point, up to 30BR, but beware nearby dirt removal operation",baton-rouge-to-venice,camping|town|island
173.0,,"LBD Bringier Point Possible all-weather, all-water camping at point, up to",baton-rouge-to-venice,camping|town|island
172.0,RBD,"Point Houmas Highest sandbar in area, dry up to flood stage 35 BR, but popular fishing and party spot",baton-rouge-to-venice,camping|island
171.8,LBD,"GETCO, Dry Bulk Transfer Moorings 170",baton-rouge-to-venice,access_point|harbor
170.7,LBD,"Houmas House Plantation and Gardens Paddlers could possibly make landing at primitive boat ramp here, over the levee...",baton-rouge-to-venice,access_point|dike|harbor
170.0,LBD,"- Burnside Terminal and Burnside Alumina Refinery Impala Warehousing’s Burnside Terminal is the most recently...",baton-rouge-to-venice,
170.0,LBD,"Burnside Terminal and Burnside Alumina Refinery Impala Warehousing’s Burnside Terminal is the most recently constructed...",baton-rouge-to-venice,
169.8,LBD,"Ormet Primary Alumina Corp 169",baton-rouge-to-venice,
169.2,LBD,"- Chemours Formerly E I DuPont De Nemours, the Chemours facility was originally built in 1968 and regenerates spent...",baton-rouge-to-venice,
169.2,LBD,"Chemours Formerly E I DuPont De Nemours, the Chemours facility was originally built in 1968 and regenerates spent...",baton-rouge-to-venice,
168.3,LBD,"- Motiva Convent Refinery Motiva Convent Refinery is a 50/50 joint venture between affiliates of Shell Oil Company and...",baton-rouge-to-venice,
168.3,LBD,"Motiva Convent Refinery Motiva Convent Refinery is a 50/50 joint venture between affiliates of Shell Oil Company and...",baton-rouge-to-venice,
168.3,,"LBD Motiva Convent Refinery Motiva Convent Refinery is a",baton-rouge-to-venice,
168.2,LBD,"Motiva Enterprises, Convent Refinery, Dock No",baton-rouge-to-venice,harbor
167.8,LBD,"Lafarge North America 167",baton-rouge-to-venice,bridge|harbor
167.0,RBD,"- Mosaic Faustina and American Styrenics The Mosaic Company’s Faustina plant sits on a 2,850-acre site and was owned by...",baton-rouge-to-venice,dike
167.0,RBD,"Mosaic Faustina and American Styrenics The Mosaic Company’s Faustina plant sits on a 2,850-acre site and was owned by...",baton-rouge-to-venice,
166.9,RBD,"IMC Phosphates, Faustina Plant Ship Wharf",baton-rouge-to-venice,dike|harbor
166.7,RBD,"Chevron Phillips Chemical Co",baton-rouge-to-venice,dike|harbor
165.6,LBD,"Bisso Towboat Co",baton-rouge-to-venice,dike|harbor
165.0,LBD,"Shell Beach A high bank of rangia shells rises above the river here affording a good landing that you know won’t squash...",baton-rouge-to-venice,access_point|camping
164.5,LBD,"Zen-Noh Point Named by paddlers for the small landing and shelf of safe sand that can be found here at low water in...",baton-rouge-to-venice,access_point|camping
163.8,LBD,"- Zen-Noh Grain ZEN-NOH (",baton-rouge-to-venice,
163.8,RBD,"Zen-Noh Grain Corp",baton-rouge-to-venice,dike|harbor
163.8,LBD,"Zen-Noh Grain Zen-Noh (Zenkoku N",baton-rouge-to-venice,
163.8,,"LBD Zen-Noh Grain Zen-Noh",baton-rouge-to-venice,
163.0,LBD,"- Nucor Steel Nucor Steel, today the largest producer of steel in the United States, recently built this direct reduced...",baton-rouge-to-venice,
162.0,LBD,"Romeville Dune Romeville Dune is a small shelf of sand rising at a shallow incline, and offering dry location with...",baton-rouge-to-venice,camping|bridge
161.5,LBD,"- Occidental Chemical Convent This Occidental Chemical (Oxy) plant produces Chlorine, Sodium Hydroxide, Potassium...",baton-rouge-to-venice,
161.5,LBD,"Occidental Chemical Corp 161",baton-rouge-to-venice,harbor
161.0,LBD,"- 158 RBD Rich Bend Crossing This south-running stretch of river between Convent and St",baton-rouge-to-venice,bridge
160.9,LBD,"IC Railmarine Terminal Wharf 160",baton-rouge-to-venice,harbor
160.7,RBD,"thru 158 RBD - St James Petroleum Terminals It’s difficult to see it from a canoe or kayak but for almost 3 miles along...",baton-rouge-to-venice,supply
160.7,RBD,"thru 158 RBD St James Petroleum Terminals It’s difficult to see it from a canoe or kayak but for almost 3 miles along...",baton-rouge-to-venice,supply
160.7,RBD,"Ergon St",baton-rouge-to-venice,harbor
160.7,,"RBD Ergon St",baton-rouge-to-venice,harbor
160.4,LBD,"IMC Phosphates, Uncle Sam's Plant Dock 160",baton-rouge-to-venice,harbor
160.0,RBD,"- Chatman Town & 159",baton-rouge-to-venice,
160.0,RBD,"Koch Pipeline, St",baton-rouge-to-venice,
159.5,RBD,"Capline Terminal Dock No’s 1, 2, 3, and 4 158",baton-rouge-to-venice,camping|island|harbor
156.0,LBD,"College Point Beach & Greenspace Beautiful low water sandbar perched in quiet bend of the river",baton-rouge-to-venice,camping|island|harbor
156.0,RBD,"- 152 LBD Belmont Crossing The Mississippi River makes a distinct 135-degree bend around College Point in Rich Bend in...",baton-rouge-to-venice,bridge
156.0,,"RBD -",baton-rouge-to-venice,bridge
152.1,RBD,"Armant Repair Wharf and Fleet Mooring 151 LBD ARTCO Tulane Fleeting, Paulina Fleet Mooring> 150",baton-rouge-to-venice,harbor
150.5,LBD,"St",baton-rouge-to-venice,camping|harbor
150.4,LBD,"- ADM Growmark St",baton-rouge-to-venice,
150.1,LBD,"John W",baton-rouge-to-venice,camping|harbor
149.3,LBD,"Paulina - Poche Park Paddler’s Paradise: great all weather, all season, all water level picnicking or camping, but...",baton-rouge-to-venice,camping|island|harbor
148.1,LBD,"Grandview Beach Paddlers will notice a large opening in the woods along the East Bank as they leave Poche Park and...",baton-rouge-to-venice,access_point|camping
148.1,,"LBD Grandview Beach Paddlers will notice a large opening in the woods along the E",baton-rouge-to-venice,access_point|camping
147.0,LBD,"Upper Grandview Anchorage As you leave Paulina/Poche Park you will immediately paddle into the Upper Grandview...",baton-rouge-to-venice,hazard|harbor
147.0,LBD,"Gramercy Gramercy Industrial Reach features Imperial Sugar, Gramercy Aluminum, and CCI Coke Dock, all crammed in...",baton-rouge-to-venice,harbor
146.2,LBD,"- Louisiana Sugar Refining (LSR) Founded in 1895 by a group of financiers from Gramercy Park, New York on a site called...",baton-rouge-to-venice,supply
146.2,LBD,"Louisiana Sugar Refining (LSR) Founded in 1895 by a group of financiers from Gramercy Park, New York on a site called...",baton-rouge-to-venice,harbor|supply
146.2,RBD,"Belle Chasse Marine Transportation, Grandview Launch 146",baton-rouge-to-venice,harbor
145.9,LBD,"Imperial Sugar, Refined Sugar Dock 145",baton-rouge-to-venice,harbor
145.7,LBD,"147 Gramercy Gramercy Industrial Reach features Imperial Sugar, Gramercy Aluminum, and CCI Coke Dock, all crammed in...",baton-rouge-to-venice,harbor
145.6,LBD,"- Rain CII Gramercy Calciner Commissioned in 1972 by Kaiser Aluminum; the plant was built to calcine (heat in rotary...",baton-rouge-to-venice,supply
145.6,LBD,"Rain CII Gramercy Calciner Commissioned in 1972 by Kaiser Aluminum; the plant was built to calcine (heat in rotary...",baton-rouge-to-venice,harbor|supply
